pais,data,total_casos,novos_casos,novos_casos_padronizados,total_mortes,novas_mortes,novas_mortes_padronizadas,novos_casos_pmilhao,novas_mortes_pmilhao,total_vacinacao,pessoas_vacinadas,pessoas_totalmente_vacinadas,novas_vacinas_aplicadas,novas_vacinas_padronizadas,novas_pessoas_vacinadas_padr
Brazil,2021-07-02,18694998.0,63572.0,51786.429,522296.0,1876.0,1537.429,297.075,8.767,104047565.0,77586349.0,27259467.0,1485828.0,1183357.0,1030964.0
Brazil,2021-07-01,18631426.0,61130.0,53427.714,520420.0,1932.0,1556.286,285.663,9.028,102561737.0,76284848.0,26949200.0,1394275.0,1177080.0,1024475.0
Brazil,2021-06-30,18570296.0,47143.0,55641.143,518488.0,2064.0,1571.429,220.301,9.645,101167462.0,75097273.0,26642477.0,1338786.0,1197888.0,1029481.0
Brazil,2021-06-29,18523153.0,65956.0,59963.0,516424.0,1938.0,1600.143,308.215,9.056,99828676.0,73943650.0,26348752.0,1898996.0,1201198.0,1036432.0
Brazil,2021-06-28,18457197.0,32059.0,68290.429,514486.0,714.0,1623.714,149.813,3.337,97929680.0,72324820.0,25866869.0,1139927.0,1130906.0,986142.0
Brazil,2021-06-27,18425138.0,31980.0,70197.714,513772.0,721.0,1661.857,149.444,3.369,96789753.0,71319026.0,25568632.0,244499.0,1174219.0,1031384.0
Brazil,2021-06-26,18393158.0,60665.0,71998.714,513051.0,1517.0,1706.143,283.49,7.089,96545254.0,71090361.0,25520772.0,781189.0,1205262.0,1061601.0
Brazil,2021-06-25,18332493.0,75061.0,74465.714,511534.0,2008.0,1804.429,350.763,9.383,95764065.0,70369603.0,25404254.0,1441886.0,1229085.0,1083392.0
Brazil,2021-06-24,18257432.0,76624.0,77377.571,509526.0,2038.0,1871.286,358.067,9.524,94322179.0,69113521.0,25208658.0,1539936.0,1268725.0,1132317.0
Brazil,2021-06-23,18180808.0,77396.0,77358.714,507488.0,2265.0,1910.714,361.675,10.584,92782243.0,67890907.0,24891336.0,1361953.0,1371537.0,1260346.0
Brazil,2021-06-22,18103412.0,124248.0,78663.286,505223.0,2103.0,1973.143,580.616,9.827,91420290.0,66688623.0,24731667.0,1406954.0,1354229.0,1254034.0
Brazil,2021-06-21,17979164.0,45410.0,73362.286,503120.0,981.0,2056.286,212.203,4.584,90013336.0,65421825.0,24591511.0,1443113.0,1348000.0,1252063.0
Brazil,2021-06-20,17933754.0,44587.0,72974.0,502139.0,1031.0,2061.857,208.357,4.818,88570223.0,64099339.0,24470884.0,461805.0,1300573.0,1211724.0
Brazil,2021-06-19,17889167.0,77934.0,71887.857,501108.0,2205.0,2074.571,364.189,10.304,88108418.0,63659153.0,24449265.0,947947.0,1284311.0,1195259.0
Brazil,2021-06-18,17811233.0,95444.0,71293.429,498903.0,2476.0,2041.571,446.014,11.57,87160471.0,62785859.0,24374612.0,1719365.0,1241222.0,1157160.0
Brazil,2021-06-17,17715789.0,76492.0,69988.857,496427.0,2314.0,1998.857,357.45,10.813,85441106.0,61187304.0,24253802.0,2259621.0,1171144.0,1087097.0
Brazil,2021-06-16,17639297.0,86528.0,72096.286,494113.0,2702.0,2026.143,404.349,12.627,83181485.0,59068483.0,24113002.0,1240796.0,1009195.0,928709.0
Brazil,2021-06-15,17552769.0,87141.0,71859.0,491411.0,2685.0,1981.857,407.213,12.547,81940689.0,57910386.0,24030303.0,1363351.0,1002939.0,915405.0
Brazil,2021-06-14,17465628.0,42692.0,67369.286,488726.0,1020.0,1976.571,199.501,4.767,80577338.0,56657381.0,23919957.0,1111126.0,994751.0,896611.0
Brazil,2021-06-13,17422936.0,36984.0,66944.143,487706.0,1120.0,1995.0,172.828,5.234,79466212.0,55617274.0,23848938.0,347969.0,950672.0,847396.0
Brazil,2021-06-12,17385952.0,73773.0,67424.0,486586.0,1974.0,1960.714,344.744,9.225,79118243.0,55292343.0,23825900.0,646329.0,933042.0,828704.0
Brazil,2021-06-11,17312179.0,86312.0,65694.571,484612.0,2177.0,1917.286,403.339,10.173,78471914.0,54685737.0,23786177.0,1228813.0,930018.0,817405.0
Brazil,2021-06-10,17225867.0,91244.0,59531.571,482435.0,2505.0,1776.429,426.387,11.706,77243101.0,53577624.0,23665477.0,1125978.0,856801.0,750880.0
Brazil,2021-06-09,17134623.0,84867.0,57363.429,479930.0,2392.0,1692.0,396.587,11.178,76117123.0,52567517.0,23549606.0,1197010.0,775965.0,673642.0
Brazil,2021-06-08,17049756.0,55713.0,58993.571,477538.0,2648.0,1708.571,260.349,12.374,74920113.0,51502554.0,23417559.0,1306034.0,777459.0,652846.0
Brazil,2021-06-07,16994043.0,39716.0,62307.857,474890.0,1149.0,1663.714,185.594,5.369,73614079.0,50381104.0,23232975.0,802570.0,706919.0,578991.0
Brazil,2021-06-06,16954327.0,40343.0,61863.714,473741.0,880.0,1637.571,188.524,4.112,72811509.0,49685501.0,23126008.0,224559.0,705253.0,571506.0
Brazil,2021-06-05,16913984.0,61667.0,62021.714,472861.0,1670.0,1642.286,288.172,7.804,72586950.0,49491413.0,23095537.0,625161.0,689285.0,555248.0
Brazil,2021-06-04,16852317.0,43171.0,64049.714,471191.0,1191.0,1681.0,201.74,5.566,71961789.0,48963900.0,22997889.0,716297.0,657500.0,525643.0
Brazil,2021-06-03,16809146.0,76067.0,65580.714,470000.0,1914.0,1857.429,355.464,8.944,71245492.0,48321463.0,22924029.0,560124.0,697427.0,541529.0
Brazil,2021-06-02,16733079.0,96278.0,63932.714,468086.0,2508.0,1884.143,449.911,11.72,70685368.0,47852026.0,22833342.0,1207470.0,716704.0,543837.0
Brazil,2021-06-01,16636801.0,78913.0,61642.286,465578.0,2334.0,1877.714,368.764,10.907,69477898.0,46932629.0,22545269.0,812251.0,651330.0,486671.0
Brazil,2021-05-31,16557888.0,36607.0,60946.286,463244.0,966.0,1856.286,171.066,4.514,68665647.0,46328168.0,22337479.0,790912.0,652405.0,474301.0
Brazil,2021-05-30,16521281.0,41449.0,61071.0,462278.0,913.0,1841.429,193.693,4.266,67874735.0,45684962.0,22189773.0,112777.0,656559.0,458632.0
Brazil,2021-05-29,16479832.0,75863.0,60649.0,461365.0,1941.0,1838.0,354.511,9.07,67761958.0,45604680.0,22157278.0,402666.0,757468.0,531810.0
Brazil,2021-05-28,16403969.0,53888.0,59510.857,459424.0,2426.0,1807.286,251.821,11.337,67359292.0,45284397.0,22074895.0,995786.0,748087.0,517908.0
Brazil,2021-05-27,16350081.0,64531.0,62759.857,456998.0,2101.0,1764.429,301.556,9.818,66363506.0,44530761.0,21832745.0,695068.0,723727.0,491577.0
Brazil,2021-05-26,16285550.0,80245.0,65453.571,454897.0,2463.0,1823.0,374.988,11.51,65668438.0,44045168.0,21623270.0,749853.0,757872.0,515648.0
Brazil,2021-05-25,16205305.0,74041.0,65456.143,452434.0,2184.0,1828.286,345.997,10.206,64918585.0,43525933.0,21392652.0,819776.0,759280.0,519144.0
Brazil,2021-05-24,16131264.0,37480.0,65565.286,450250.0,862.0,1866.429,175.146,4.028,64098809.0,43008064.0,21090745.0,819988.0,769168.0,531970.0
Brazil,2021-05-23,16093784.0,38495.0,65296.429,449388.0,889.0,1898.286,179.889,4.154,63278821.0,42474538.0,20804283.0,819137.0,763363.0,531689.0
Brazil,2021-05-22,16055289.0,67896.0,65163.429,448499.0,1726.0,1922.857,317.281,8.066,62459684.0,41882011.0,20577673.0,337000.0,684434.0,473054.0
Brazil,2021-05-21,15987393.0,76631.0,65085.571,446773.0,2126.0,1962.143,358.1,9.935,62122684.0,41659039.0,20463645.0,825264.0,687006.0,476933.0
Brazil,2021-05-20,15910762.0,83387.0,65268.857,444647.0,2511.0,1970.857,389.671,11.734,61297420.0,41089722.0,20207698.0,934086.0,673351.0,474462.0
Brazil,2021-05-19,15827375.0,80263.0,64789.286,442136.0,2500.0,1937.429,375.072,11.683,60363334.0,40435632.0,19927702.0,759709.0,636596.0,457378.0
Brazil,2021-05-18,15747112.0,74805.0,64215.714,439636.0,2451.0,1949.0,349.567,11.454,59603625.0,39891922.0,19711703.0,888994.0,670098.0,481202.0
Brazil,2021-05-17,15672307.0,35598.0,63544.429,437185.0,1085.0,1919.571,166.351,5.07,58714631.0,39284275.0,19430356.0,779351.0,672253.0,479722.0
Brazil,2021-05-16,15636709.0,37564.0,63644.857,436100.0,1061.0,1923.286,175.538,4.958,57935280.0,38752714.0,19182566.0,266634.0,695879.0,490665.0
Brazil,2021-05-15,15599145.0,67351.0,62952.857,435039.0,2001.0,1903.429,314.734,9.351,57668646.0,38570631.0,19098015.0,355004.0,670884.0,473892.0
Brazil,2021-05-14,15531794.0,77914.0,62154.286,433038.0,2187.0,1915.0,364.095,10.22,57313642.0,38320507.0,18993135.0,729680.0,666547.0,473137.0
Brazil,2021-05-13,15453880.0,80030.0,62001.429,430851.0,2277.0,1914.857,373.983,10.641,56583962.0,37768491.0,18815471.0,676797.0,708482.0,499614.0
Brazil,2021-05-12,15373850.0,76248.0,60895.714,428574.0,2581.0,1951.857,356.31,12.061,55907165.0,37233983.0,18673182.0,994226.0,761563.0,534798.0
Brazil,2021-05-11,15297602.0,70106.0,60913.429,425993.0,2245.0,1979.0,327.608,10.491,54912939.0,36523507.0,18389432.0,904077.0,755257.0,518191.0
Brazil,2021-05-10,15227496.0,36301.0,60831.857,423748.0,1111.0,2083.857,169.636,5.192,54008862.0,35926219.0,18082643.0,944738.0,766505.0,511558.0
Brazil,2021-05-09,15191195.0,32720.0,61215.857,422637.0,922.0,2085.857,152.902,4.309,53064124.0,35318058.0,17746066.0,91664.0,758359.0,490522.0
Brazil,2021-05-08,15158475.0,61761.0,60725.571,421715.0,2082.0,2135.0,288.612,9.729,52972460.0,35253389.0,17719071.0,324645.0,758419.0,488930.0
Brazil,2021-05-07,15096714.0,76844.0,60230.0,419633.0,2186.0,2157.571,359.095,10.215,52647815.0,35008550.0,17639265.0,1023228.0,749809.0,473108.0
Brazil,2021-05-06,15019870.0,72290.0,59539.143,417447.0,2536.0,2254.0,337.814,11.851,51624587.0,34271192.0,17353395.0,1048363.0,742628.0,432500.0
Brazil,2021-05-05,14947580.0,76372.0,59014.0,414911.0,2771.0,2324.857,356.889,12.949,50576224.0,33490395.0,17085829.0,950087.0,742346.0,391674.0
Brazil,2021-05-04,14871208.0,69535.0,59143.571,412140.0,2979.0,2359.286,324.94,13.921,49626137.0,32896171.0,16729966.0,982813.0,762661.0,374321.0
Brazil,2021-05-03,14801673.0,38989.0,60044.857,409161.0,1125.0,2373.857,182.197,5.257,48643324.0,32345310.0,16298014.0,887711.0,836589.0,391909.0
Brazil,2021-05-02,14762684.0,29288.0,59103.286,408036.0,1266.0,2410.286,136.864,5.916,47755613.0,31884404.0,15871209.0,92087.0,875551.0,406130.0
Brazil,2021-05-01,14733396.0,58292.0,59725.143,406770.0,2240.0,2420.0,272.401,10.468,47663526.0,31830880.0,15832646.0,264376.0,881227.0,407125.0
Brazil,2021-04-30,14675104.0,72008.0,60509.286,404530.0,2861.0,2495.143,336.496,13.37,47399150.0,31696792.0,15702358.0,972962.0,903721.0,416127.0
Brazil,2021-04-29,14603096.0,68614.0,60119.714,401669.0,3032.0,2521.0,320.636,14.169,46426188.0,31243694.0,15182494.0,1046384.0,1019303.0,479526.0
Brazil,2021-04-28,14534482.0,77279.0,57190.286,398637.0,3012.0,2380.857,361.128,14.075,45379804.0,30748674.0,14631130.0,1092294.0,987436.0,461517.0
Brazil,2021-04-27,14457203.0,75844.0,56720.143,395625.0,3081.0,2407.286,354.422,14.398,44287510.0,30275923.0,14011587.0,1500311.0,911115.0,441693.0
Brazil,2021-04-26,14381359.0,32398.0,56262.857,392544.0,1380.0,2445.286,151.397,6.449,42787199.0,29601947.0,13185252.0,1160446.0,839531.0,413531.0
Brazil,2021-04-25,14348961.0,33641.0,56852.0,391164.0,1334.0,2499.0,157.206,6.234,41626753.0,29041497.0,12585256.0,131814.0,829944.0,404459.0
Brazil,2021-04-24,14315320.0,63781.0,57594.429,389830.0,2766.0,2525.857,298.051,12.926,41494939.0,28981002.0,12513937.0,421835.0,841580.0,413692.0
Brazil,2021-04-23,14251539.0,69281.0,58277.857,387064.0,3042.0,2541.714,323.753,14.215,41073104.0,28783905.0,12289199.0,1782040.0,868522.0,424800.0
Brazil,2021-04-22,14182258.0,48108.0,60435.857,384022.0,2051.0,2583.857,224.811,9.584,39291064.0,27887014.0,11404050.0,823310.0,748677.0,344117.0
Brazil,2021-04-21,14134150.0,73988.0,63732.286,381971.0,3197.0,2789.571,345.749,14.94,38467754.0,27518053.0,10949701.0,558049.0,759909.0,360239.0
Brazil,2021-04-20,14060162.0,72643.0,63820.571,378774.0,3347.0,2825.0,339.464,15.641,37909705.0,27184073.0,10725632.0,999226.0,813214.0,387276.0
Brazil,2021-04-19,13987519.0,36522.0,65251.714,375427.0,1756.0,2883.571,170.669,8.206,36910479.0,26707227.0,10203252.0,1093335.0,799151.0,399530.0
Brazil,2021-04-18,13950997.0,38838.0,65698.571,373671.0,1522.0,2877.143,181.492,7.112,35817144.0,26210282.0,9606862.0,213262.0,780035.0,415627.0
Brazil,2021-04-17,13912159.0,68565.0,65746.714,372149.0,2877.0,2925.0,320.407,13.444,35603882.0,26085155.0,9518727.0,610434.0,788460.0,426855.0
Brazil,2021-04-16,13843594.0,84387.0,65459.143,369272.0,3337.0,2853.714,394.344,15.594,34993448.0,25810304.0,9183144.0,943123.0,778410.0,445286.0
Brazil,2021-04-15,13759207.0,71183.0,65991.0,365935.0,3491.0,2913.0,332.641,16.314,34050325.0,25478194.0,8572131.0,901937.0,770925.0,461655.0
Brazil,2021-04-14,13688024.0,74606.0,68472.714,362444.0,3445.0,3006.857,348.637,16.099,33148388.0,24996380.0,8152008.0,931183.0,786330.0,493985.0
Brazil,2021-04-13,13613418.0,82661.0,70485.571,358999.0,3757.0,3039.143,386.278,17.557,32217205.0,24473138.0,7744067.0,900785.0,783029.0,517574.0
Brazil,2021-04-12,13530757.0,39650.0,70838.571,355242.0,1711.0,3083.571,185.286,7.996,31316420.0,23910515.0,7405905.0,959524.0,808270.0,550603.0
Brazil,2021-04-11,13491107.0,39175.0,71270.571,353531.0,1857.0,3112.286,183.066,8.678,30356896.0,23300896.0,7056000.0,272232.0,778033.0,541509.0
Brazil,2021-04-10,13451932.0,66552.0,70291.0,351674.0,2378.0,3024.429,311.0,11.112,30084664.0,23097172.0,6987492.0,540086.0,787028.0,553547.0
Brazil,2021-04-09,13385380.0,88110.0,66405.714,349296.0,3752.0,2957.429,411.742,17.533,29544578.0,22693305.0,6851273.0,890730.0,766196.0,541781.0
Brazil,2021-04-08,13297270.0,88555.0,63729.286,345544.0,4148.0,2821.571,413.821,19.384,28653848.0,22246612.0,6407236.0,1009769.0,681863.0,515369.0
Brazil,2021-04-07,13208715.0,88696.0,63617.571,341396.0,3671.0,2751.143,414.48,17.155,27644079.0,21538484.0,6105595.0,908076.0,686399.0,541822.0
Brazil,2021-04-06,13120019.0,85132.0,63621.714,337725.0,4068.0,2787.429,397.825,19.01,26736003.0,20850120.0,5885883.0,1077471.0,683680.0,550705.0
Brazil,2021-04-05,13034887.0,42674.0,63808.714,333657.0,1912.0,2728.429,199.417,8.935,25658532.0,20056296.0,5602236.0,747864.0,642538.0,531574.0
Brazil,2021-04-04,12992213.0,32318.0,63800.286,331745.0,1242.0,2742.857,151.023,5.804,24910668.0,19510333.0,5400335.0,335198.0,670533.0,570908.0
Brazil,2021-04-03,12959895.0,39355.0,65891.714,330503.0,1909.0,2791.429,183.908,8.921,24575470.0,19222342.0,5353128.0,394262.0,659057.0,562888.0
Brazil,2021-04-02,12920540.0,69375.0,71941.429,328594.0,2801.0,3005.714,324.192,13.089,24181208.0,18900837.0,5280371.0,300403.0,657632.0,567424.0
Brazil,2021-04-01,12851165.0,87773.0,73508.714,325793.0,3655.0,3107.0,410.167,17.08,23880805.0,18639028.0,5241777.0,1041518.0,746494.0,648013.0
Brazil,2021-03-31,12763392.0,88725.0,75007.0,322138.0,3925.0,2964.0,414.616,18.342,22839287.0,17745732.0,5093555.0,889042.0,707501.0,615623.0
Brazil,2021-03-30,12674667.0,86441.0,75318.571,318213.0,3655.0,2734.286,403.942,17.08,21950245.0,16995184.0,4955061.0,789482.0,684659.0,596767.0
Brazil,2021-03-29,12588226.0,42615.0,75142.429,314558.0,2013.0,2661.714,199.142,9.407,21160763.0,16335279.0,4825484.0,943825.0,656237.0,574347.0
Brazil,2021-03-28,12545611.0,46958.0,77050.286,312545.0,1582.0,2603.143,219.437,7.393,20216938.0,15513974.0,4702964.0,254866.0,605225.0,527927.0
Brazil,2021-03-27,12498653.0,81703.0,77119.857,310963.0,3409.0,2555.286,381.801,15.93,19962072.0,15282128.0,4679944.0,384286.0,582626.0,506042.0
Brazil,2021-03-26,12416950.0,80346.0,75898.571,307554.0,3510.0,2406.571,375.46,16.402,19577786.0,14928869.0,4648917.0,922441.0,564920.0,488481.0
Brazil,2021-03-25,12336604.0,98261.0,77029.0,304044.0,2654.0,2284.571,459.178,12.402,18655345.0,14102934.0,4552411.0,768564.0,509678.0,435312.0
Brazil,2021-03-24,12238343.0,90906.0,75552.571,301390.0,2317.0,2294.571,424.807,10.827,17886781.0,13436373.0,4450408.0,729150.0,462584.0,387271.0
Brazil,2021-03-23,12147437.0,85208.0,75230.571,299073.0,3147.0,2343.714,398.18,14.706,17157631.0,12817812.0,4339819.0,590529.0,422691.0,345061.0
Brazil,2021-03-22,12062229.0,55970.0,75293.0,295926.0,1603.0,2301.286,261.55,7.491,16567102.0,12314847.0,4252255.0,586739.0,400504.0,318151.0
Brazil,2021-03-21,12006259.0,47445.0,73627.857,294323.0,1247.0,2262.857,221.712,5.827,15980363.0,11818482.0,4161881.0,96675.0,384814.0,300039.0
Brazil,2021-03-20,11958814.0,73154.0,73056.857,293076.0,2368.0,2237.571,341.852,11.066,15883688.0,11739832.0,4143856.0,260339.0,379994.0,295695.0
Brazil,2021-03-19,11885660.0,88259.0,72655.286,290708.0,2656.0,2178.714,412.438,12.412,15623349.0,11509501.0,4113848.0,535747.0,372233.0,280264.0
Brazil,2021-03-18,11797401.0,87926.0,71828.429,288052.0,2724.0,2102.429,410.882,12.729,15087602.0,11055747.0,4031855.0,438911.0,353489.0,251034.0
Brazil,2021-03-17,11709475.0,88652.0,70277.714,285328.0,2661.0,2026.857,414.274,12.435,14648691.0,10725474.0,3923217.0,449897.0,352513.0,244597.0
Brazil,2021-03-16,11620823.0,85645.0,69251.286,282667.0,2850.0,1986.857,400.223,13.318,14198794.0,10402388.0,3796406.0,435221.0,348952.0,233977.0
Brazil,2021-03-15,11535178.0,44314.0,67201.143,279817.0,1334.0,1858.429,207.081,6.234,13763573.0,10087787.0,3675786.0,476909.0,343726.0,226117.0
Brazil,2021-03-14,11490864.0,43448.0,66097.0,278483.0,1070.0,1828.143,203.034,5.0,13286664.0,9718209.0,3568455.0,62935.0,334036.0,212934.0
Brazil,2021-03-13,11447416.0,70343.0,71559.286,277413.0,1956.0,1832.143,328.716,9.14,13223729.0,9669967.0,3553762.0,206009.0,341863.0,218280.0
Brazil,2021-03-12,11377073.0,82471.0,71068.0,275457.0,2122.0,1765.571,385.39,9.916,13017720.0,9547655.0,3470065.0,404541.0,348740.0,226959.0
Brazil,2021-03-11,11294602.0,77071.0,69644.286,273335.0,2195.0,1707.286,360.156,10.257,12613179.0,9298511.0,3314668.0,432076.0,349146.0,228195.0
Brazil,2021-03-10,11217531.0,81467.0,69494.429,271140.0,2381.0,1652.0,380.699,11.127,12181103.0,9013293.0,3167810.0,424972.0,348775.0,227920.0
Brazil,2021-03-09,11136064.0,71294.0,68270.429,268759.0,1951.0,1575.857,333.16,9.117,11756131.0,8764547.0,2991584.0,398637.0,354116.0,235761.0
Brazil,2021-03-08,11064770.0,36585.0,66613.429,266808.0,1122.0,1543.0,170.963,5.243,11357494.0,8504966.0,2852528.0,409085.0,359495.0,242668.0
Brazil,2021-03-07,11028185.0,81684.0,67156.286,265686.0,1098.0,1501.0,381.713,5.131,10948409.0,8227671.0,2720738.0,117721.0,354715.0,240781.0
Brazil,2021-03-06,10946501.0,66904.0,60253.571,264588.0,1490.0,1454.571,312.645,6.963,10830688.0,8142004.0,2688684.0,254146.0,342446.0,231911.0
Brazil,2021-03-05,10879597.0,72505.0,59041.286,263098.0,1714.0,1420.571,338.819,8.01,10576542.0,7958939.0,2617603.0,407382.0,322071.0,217300.0
Brazil,2021-03-04,10807092.0,76022.0,57739.857,261384.0,1808.0,1367.571,355.254,8.449,10169160.0,7701146.0,2468014.0,429484.0,295339.0,193482.0
Brazil,2021-03-03,10731070.0,72899.0,56633.714,259576.0,1848.0,1334.286,340.66,8.636,9739676.0,7417852.0,2321824.0,462354.0,277239.0,173685.0
Brazil,2021-03-02,10658171.0,59695.0,55560.429,257728.0,1721.0,1276.857,278.957,8.042,9277322.0,7114219.0,2163103.0,436295.0,246521.0,142591.0
Brazil,2021-03-01,10598476.0,40385.0,56116.143,256007.0,828.0,1225.143,188.721,3.869,8841027.0,6806293.0,2034734.0,375624.0,220567.0,114774.0
Brazil,2021-02-28,10558091.0,33365.0,54896.286,255179.0,773.0,1208.429,155.916,3.612,8465403.0,6542206.0,1923197.0,31835.0,205292.0,97875.0
Brazil,2021-02-27,10524726.0,58418.0,54342.0,254406.0,1252.0,1184.571,272.99,5.851,8433568.0,6518628.0,1914940.0,111526.0,211824.0,100103.0
Brazil,2021-02-26,10466308.0,63395.0,53478.143,253154.0,1343.0,1153.0,296.247,6.276,8322042.0,6437836.0,1884206.0,220255.0,215553.0,97354.0
Brazil,2021-02-25,10402913.0,68279.0,51872.714,251811.0,1575.0,1151.286,319.071,7.36,8101787.0,6346769.0,1755018.0,302787.0,223804.0,100898.0
Brazil,2021-02-24,10334634.0,65386.0,49758.429,250236.0,1446.0,1131.857,305.551,6.757,7799000.0,6202055.0,1596945.0,247324.0,227474.0,102733.0
Brazil,2021-02-23,10269248.0,63585.0,47164.0,248790.0,1359.0,1095.143,297.135,6.351,7551676.0,6116082.0,1435594.0,254615.0,238305.0,112868.0
Brazil,2021-02-22,10205663.0,31846.0,47406.714,247431.0,711.0,1057.0,148.818,3.323,7297061.0,6002873.0,1294188.0,268705.0,241018.0,96937.0
Brazil,2021-02-21,10173817.0,29485.0,46544.143,246720.0,606.0,1042.714,137.785,2.832,7028356.0,5857080.0,1171276.0,77554.0,247768.0,111567.0
Brazil,2021-02-20,10144332.0,52371.0,46721.0,246114.0,1031.0,1049.429,244.732,4.818,6950802.0,5817908.0,1132894.0,137634.0,244837.0,110742.0
Brazil,2021-02-19,10091961.0,52157.0,45647.429,245083.0,1331.0,1048.571,243.732,6.22,6813168.0,5756361.0,1056807.0,278012.0,241137.0,115660.0
Brazil,2021-02-18,10039804.0,53479.0,45188.143,243752.0,1439.0,1032.714,249.91,6.725,6535156.0,5640483.0,894673.0,328476.0,262717.0,150602.0
Brazil,2021-02-17,9986325.0,47225.0,45206.0,242313.0,1189.0,1033.143,220.684,5.556,6206680.0,5482925.0,723755.0,323141.0,257121.0,165264.0
Brazil,2021-02-16,9939100.0,65284.0,47189.286,241124.0,1092.0,1057.714,305.075,5.103,5883539.0,5326007.0,557532.0,273602.0,251887.0,179476.0
Brazil,2021-02-15,9873816.0,25808.0,45179.714,240032.0,611.0,1089.571,120.602,2.855,5609937.0,5324317.0,285620.0,315958.0,255676.0,219675.0
Brazil,2021-02-14,9848008.0,30723.0,45576.571,239421.0,653.0,1105.286,143.57,3.051,5293979.0,5076110.0,217869.0,57036.0,241206.0,213751.0
Brazil,2021-02-13,9817285.0,44856.0,44925.0,238768.0,1025.0,1081.857,209.614,4.79,5236943.0,5042713.0,194230.0,111737.0,240466.0,215530.0
Brazil,2021-02-12,9772429.0,48942.0,45132.714,237743.0,1220.0,1069.286,228.708,5.701,5125206.0,4946738.0,178468.0,429070.0,246260.0,221045.0
Brazil,2021-02-11,9723487.0,53604.0,45525.286,236523.0,1442.0,1073.714,250.494,6.739,4696136.0,4586270.0,109866.0,289301.0,231604.0,215909.0
Brazil,2021-02-10,9669883.0,61108.0,46025.714,235081.0,1361.0,1050.0,285.56,6.36,4406835.0,4326075.0,80760.0,286503.0,229243.0,217706.0
Brazil,2021-02-09,9608775.0,51217.0,45069.429,233720.0,1315.0,1026.857,239.339,6.145,4120332.0,4069677.0,50655.0,300125.0,228375.0,221139.0
Brazil,2021-02-08,9557558.0,28586.0,45792.429,232405.0,721.0,1019.143,133.584,3.369,3820207.0,3786591.0,33616.0,214669.0,218237.0,213434.0
Brazil,2021-02-07,9528972.0,26162.0,45778.714,231684.0,489.0,1005.143,122.256,2.285,3605538.0,3579850.0,25688.0,51857.0,217346.0,213676.0
Brazil,2021-02-06,9502810.0,46310.0,46027.0,231195.0,937.0,1016.429,216.409,4.379,3553681.0,3534004.0,19677.0,152298.0,215308.0,212497.0
Brazil,2021-02-05,9456500.0,51690.0,46999.0,230258.0,1251.0,1052.857,241.549,5.846,3401383.0,3399421.0,1962.0,326477.0,211081.0,210801.0
Brazil,2021-02-04,9404810.0,57107.0,48115.143,229007.0,1276.0,1029.429,266.863,5.963,3074906.0,3074906.0,,272772.0,215973.0,215973.0
Brazil,2021-02-03,9347703.0,54414.0,48637.0,227731.0,1199.0,1052.571,254.279,5.603,2802134.0,2802134.0,,280430.0,210655.0,210655.0
Brazil,2021-02-02,9293289.0,56278.0,50116.714,226532.0,1261.0,1072.143,262.989,5.893,2521704.0,2521704.0,,229153.0,210851.0,210851.0
Brazil,2021-02-01,9237011.0,28490.0,50878.143,225271.0,623.0,1057.0,133.135,2.911,2292551.0,2292551.0,,208432.0,212970.0,212970.0
Brazil,2021-01-31,9208521.0,27900.0,51169.571,224648.0,568.0,1066.571,130.378,2.654,2084119.0,2084119.0,,37596.0,210024.0,210024.0
Brazil,2021-01-30,9180621.0,53114.0,51258.0,224080.0,1192.0,1070.429,248.204,5.57,2046523.0,2046523.0,,122710.0,210465.0,210465.0
Brazil,2021-01-29,9127507.0,59503.0,51998.571,222888.0,1087.0,1063.714,278.06,5.08,1923813.0,1923813.0,,360715.0,208792.0,208792.0
Brazil,2021-01-28,9068004.0,60760.0,51584.571,221801.0,1438.0,1061.429,283.934,6.72,1563098.0,1563098.0,,235552.0,195628.0,195628.0
Brazil,2021-01-27,9007244.0,64772.0,51326.0,220363.0,1336.0,1048.429,302.682,6.243,1327546.0,1327546.0,,281800.0,174532.0,174532.0
Brazil,2021-01-26,8942472.0,61608.0,51283.857,219027.0,1155.0,1056.857,287.897,5.397,1045746.0,1045746.0,,243987.0,147460.0,147460.0
Brazil,2021-01-25,8880864.0,30530.0,51361.143,217872.0,690.0,1057.571,142.668,3.224,801759.0,801759.0,,187805.0,114379.0,114379.0
Brazil,2021-01-24,8850334.0,28519.0,51133.0,217182.0,595.0,1027.0,133.27,2.78,613954.0,613954.0,,40686.0,87692.0,87692.0
Brazil,2021-01-23,8821815.0,58298.0,51546.857,216587.0,1145.0,1020.714,272.429,5.351,573268.0,573268.0,,110999.0,95526.0,95526.0
Brazil,2021-01-22,8763517.0,56605.0,51567.857,215442.0,1071.0,1002.0,264.517,5.005,462269.0,462269.0,,268570.0,92431.0,92431.0
Brazil,2021-01-21,8706912.0,58950.0,53352.429,214371.0,1347.0,1011.143,275.476,6.295,193699.0,193699.0,,87875.0,48397.0,48397.0
Brazil,2021-01-20,8647962.0,64477.0,54692.286,213024.0,1395.0,983.571,301.304,6.519,105824.0,105824.0,,92297.0,35237.0,35237.0
Brazil,2021-01-19,8583485.0,62149.0,54028.0,211629.0,1160.0,964.857,290.425,5.421,13527.0,13527.0,,12418.0,6708.0,6708.0
